321.7423,929.7811,2869
345.2845,929.7811,2869
368.8266,929.7811,2869
392.3687,929.7811,2869
273.0306,900.9708,2852
293.1072,890.8618,2820
314.4529,885.8073,2804
335.5361,880.7527,2788
360.4704,885.8073,2804
390.0438,900.9708,2852
415.9108,906.3413,2869
251.116,882.9014,2869
269.9672,867.8223,2820
289.7812,857.9747,2788
312.6586,857.9747,2788
333.6105,853.0508,2772
356.3567,853.0508,2772
383.4792,862.8984,2804
415.9108,882.9014,2869
248.2276,849.5759,2836
268.4355,839.9897,2804
289.7812,835.1966,2788
312.6586,835.1966,2788
333.6105,830.4035,2772
356.3567,830.4035,2772
381.291,835.1966,2788
415.9108,859.4616,2869
444.6608,869.6469,2903
249.628,831.0679,2852
268.4355,817.0808,2804
289.7812,812.4184,2788
312.6586,812.4184,2788
333.6105,807.756,2772
356.3567,807.756,2772
383.4792,817.0808,2804
408.8074,821.7432,2820
1370.851,611.0622,2097
248.2276,803.2353,2836
266.9037,789.6404,2788
289.7812,789.6404,2788
310.8643,785.1087,2772
333.6105,785.1087,2772
356.3567,785.1087,2772
379.1028,785.1087,2772
406.4879,794.172,2804
436.849,807.767,2852
249.628,784.466,2852
269.9672,775.6641,2820
289.7812,766.8623,2788
310.8643,762.4614,2772
333.6105,762.4614,2772
356.3567,762.4614,2772
381.291,766.8623,2788
406.4879,771.2632,2804
252.6039,770.2393,2886
273.0306,761.165,2852
291.4442,748.3544,2804
312.6586,744.0842,2788
333.6105,739.814,2772
356.3567,739.814,2772
381.291,744.0842,2788
406.4879,748.3544,2804
442.0569,770.2393,2886
273.0306,737.864,2852
294.7702,733.7245,2836
312.6586,721.3061,2788
335.5361,721.3061,2788
358.4135,721.3061,2788
381.291,721.3061,2788
406.4879,725.4456,2804
274.6581,718.8224,2869
294.7702,710.5543,2836
314.4529,702.5367,2804
337.4617,702.5367,2804
294.7702,687.3841,2836
314.4529,679.628,2804
337.4617,679.628,2804
312.6586,652.9718,2788
333.6105,649.2245,2772
376.0777,39.53757,854
380.3939,39.25979,848
387.3523,39.25979,848
395.7057,39.39868,851
400.3228,39.1672,846
408.2276,39.25979,848
410.2899,38.79682,838
427.6203,39.76906,859
439.2232,40.18573,868
456.1159,41.06537,887
456.6028,40.46351,874
463.7746,40.46351,874
364.1822,32.75099,859
367.7735,32.44597,851
373.4355,32.33159,848
376.8052,32.02658,840
382.3277,31.9122,837
385.9409,31.64531,830
389.9125,31.41655,824
395.2298,31.30217,821
403.4354,31.41655,824
408.2057,31.26404,820
412.9103,31.11153,816
427.3195,31.68344,831
432.5711,31.56906,828
444.6718,31.95033,838
449.3928,31.79782,834
450.7659,31.41655,824
458.6378,31.4928,826
354.6389,25.55318,853
359.5186,25.40339,848
363.4518,25.1937,841
366.8299,24.95404,833
369.628,24.68443,824
375.0191,24.59456,821
379.4311,24.44478,816
385.6537,24.41482,815
389.4529,24.23508,809
396.0913,24.23508,809
404.721,24.35491,813
408.8622,24.20512,808
411.3785,23.96547,800
417.9431,23.96547,800
423.977,23.93551,799
432.6887,24.05534,803
446.9775,24.11525,805
458.0908,24.35491,813
355.1532,19.7824,908
349.0262,19.04165,874
352.5602,18.4752,848
354.855,18.23554,837
362.1553,18.25733,838
365.5088,18.08303,830
371.4223,18.03946,828
375.0191,17.88695,821
379.8961,17.79981,817
385.6537,17.75623,815
389.4529,17.62551,809
393.6433,17.51658,804
398.7473,17.45122,801
403.296,17.36407,797
408.2932,17.29871,794
413.7637,17.25514,792
419.732,17.23335,791
423.5284,17.12442,786
429.4311,17.10263,785
438.6488,17.21156,790
451.3293,17.45122,801
457.9021,17.45122,801
484.1903,18.19197,835
338.0033,12.2823,902
341.5755,12.14613,892
343.0279,11.94188,877
347.8282,11.86018,871
350.4923,11.7104,860
351.7287,11.51976,846
357.8228,11.49253,844
359.9945,11.34275,833
362.8665,11.2202,824
367.8337,11.16573,820
374.5623,11.16573,820
379.8961,11.12488,817
384.2341,11.0568,812
387.5273,10.96148,805
392.1745,10.90701,801
396.756,10.85254,797
402.2839,10.82531,795
405.2079,10.72999,788
411.1515,10.71638,787
414.9562,10.64829,782
422.9896,10.68914,785
428.337,10.66191,783
431.9857,10.59383,778
440.0602,10.63468,781
448.7555,10.68914,785
464.4748,10.90701,801
331.2582,4.81488,884
334.6827,4.760413,874
341.4633,4.754967,873
342.2374,4.667819,857
346.4168,4.629693,850
348.4026,4.564332,838
359.7839,4.449952,817
362.8993,4.406378,809
369.5377,4.406378,809
373.3862,4.373698,803
380.4486,4.379145,804
386.5645,4.373698,803
390.2161,4.341018,797
393.7691,4.308337,791
398.2358,4.286551,787
405.2079,4.291997,788
409.0618,4.264764,783
412.3031,4.232084,777
417.6012,4.22119,775
425.6017,4.23753,778
431.9857,4.23753,778
437.2429,4.226637,776
444.7538,4.23753,778
459.256,4.313784,792
468.6953,4.341018,797
320.692,-2.437397,895
327.303,-2.43195,893
331.2582,-2.40744,884
333.5339,-2.372037,871
336.3785,-2.34208,860
341.838,-2.331186,856
343.9716,-2.298506,844
350.8972,-2.298506,844
353.1592,-2.268549,833
356.105,-2.244039,824
359.3435,-2.222252,816
366.4879,-2.224976,817
369.081,-2.200466,808
373.3862,-2.186849,803
379.9754,-2.186849,803
382.2319,-2.162339,794
385.8096,-2.145999,788
389.7866,-2.132382,783
396.2117,-2.132382,783
402.6367,-2.132382,783
406.4496,-2.118765,778
411.7724,-2.113318,776
414.907,-2.096978,770
421.2254,-2.096978,770
430.32,-2.110595,775
437.2429,-2.113318,776
438.4655,-2.088808,767
455.1969,-2.137829,785
461.6384,-2.137829,785
466.8873,-2.132382,783
319.6499,-9.945669,913
326.0667,-9.912989,910
326.9365,-9.716908,892
328.2604,-9.542613,876
330.4705,-9.400999,863
337.5519,-9.400999,863
339.442,-9.259385,850
343.9716,-9.194025,844
347.1554,-9.095984,835
351.8873,-9.041517,830
353.9442,-8.92169,819
358.0224,-8.85633,813
362.8993,-8.812756,809
367.2538,-8.758289,804
372.4562,-8.725609,801
376.1898,-8.660249,795
381.2691,-8.627568,792
385.32,-8.573101,787
389.7866,-8.529528,783
396.2117,-8.529528,783
400.0656,-8.47506,778
404.8824,-8.442381,775
410.1805,-8.420594,773
415.9846,-8.4097,772
419.5842,-8.355233,767
425.878,-8.355233,767
435.5525,-8.420594,773
441.8955,-8.420594,773
447.6586,-8.4097,772
453.9934,-8.4097,772
469.2724,-8.573101,787
472.1034,-8.507741,781
325.9518,-17.74806,931
325.3501,-17.3096,908
327.303,-17.02365,893
329.7593,-16.77583,880
334.6827,-16.66145,874
336.3785,-16.39456,860
339.442,-16.20392,850
341.5262,-15.97516,838
345.4923,-15.84172,831
348.9196,-15.68921,823
351.3512,-15.49858,813
356.2609,-15.42232,809
361.105,-15.34607,805
366.797,-15.30794,803
369.6663,-15.15543,795
374.2971,-15.07918,791
378.3807,-14.98386,786
383.3616,-14.92667,783
388.2932,-14.86948,780
393.6816,-14.83136,778
398.5229,-14.77417,775
402.7927,-14.69791,771
406.4661,-14.60259,766
411.1351,-14.5454,763
417.9431,-14.56447,764
425.878,-14.62166,767
431.6083,-14.60259,766
440.7522,-14.69791,771
450.558,-14.81229,777
452.2292,-14.65978,769
459.1357,-14.67885,770
473.3123,-14.92667,783
475.4486,-14.79323,776
328.4026,-25.54501,938
333.9496,-25.38161,932
331.7013,-24.6463,905
328.6351,-23.88377,877
331.6192,-23.5842,866
336.3785,-23.4208,860
338.6433,-23.094,848
341.1187,-22.79443,837
345.4923,-22.63103,831
348.0717,-22.35869,821
353.0799,-22.24976,817
358.9032,-22.19529,815
362.0022,-21.97742,807
365.8835,-21.81402,801
368.2713,-21.56892,792
374.7702,-21.56892,792
379.3435,-21.45999,788
382.872,-21.29659,782
387.2976,-21.18765,778
392.6696,-21.13318,776
397.4945,-21.05148,773
399.6581,-20.83362,765
406.4661,-20.86085,766
411.1351,-20.77915,763
414.6608,-20.64298,758
423.657,-20.77915,763
428.791,-20.72468,761
433.8922,-20.67022,759
447.0787,-20.99702,771
452.2292,-20.94255,769
455.558,-20.80638,764
469.6854,-21.16042,777
471.7724,-20.96978,770
330.1532,-33.38553,943
340.3993,-33.63335,950
329.1357,-31.79237,898
325.2626,-30.73026,868
328.1729,-30.34083,857
334.0317,-30.23462,854
340.64,-30.19921,853
338.6734,-29.42033,831
345.0766,-29.38493,830
348.0717,-29.0663,821
353.9442,-28.99549,819
356.2609,-28.64146,809
357.5164,-28.21661,797
364.0563,-28.21661,797
367.3413,-27.96879,790
372.4043,-27.86258,787
376.9365,-27.72096,783
380.9135,-27.54395,778
386.3019,-27.47314,776
391.1515,-27.36693,773
395.4376,-27.22532,769
400.1805,-27.1191,766
405.4048,-27.0483,764
412.2128,-27.0837,765
417.3961,-27.01289,763
423.657,-27.01289,763
428.791,-26.94209,761
437.8939,-27.1191,766
445.919,-27.22532,769
452.8173,-27.26072,770
457.3468,-27.15451,767
463.0361,-27.1191,766
472.3851,-27.29612,771
483.058,-27.54395,778
485.0383,-27.29612,771
495.826,-27.54395,778
332.1581,-40.3927,927
319.2396,-37.95259,871
322.2648,-37.47328,860
327.024,-37.21183,854
333.6406,-37.16826,853
339.442,-37.03754,850
341.5262,-36.51466,838
348.9196,-35.86105,823
352.6477,-35.55604,816
354.4995,-35.07673,805
358.4136,-34.81529,799
363.1428,-34.641,795
366.4113,-34.33598,788
370.5115,-34.11811,783
375.4923,-33.98739,780
379.9344,-33.8131,776
384.3107,-33.6388,772
389.6335,-33.55165,770
394.4091,-33.42093,767
398.6132,-33.24664,763
401.1597,-32.94162,756
404.1302,-32.68018,750
412.4727,-32.85448,754
422.5465,-33.15949,761
431.0448,-33.33379,765
436.7505,-33.29021,764
443.0197,-33.29021,764
450.465,-33.37736,766
455.558,-33.29021,764
466.0585,-33.59523,771
461.3567,-32.8109,753
476.2281,-33.42093,767
474.3435,-32.85448,754
478.6187,-32.72375,751
315.2079,-44.49952,860
320.0164,-44.18905,854
326.6411,-44.13731,853
332.4672,-43.98208,850
337.0459,-43.67162,844
343.9716,-43.67162,844
345.4923,-42.99895,831
349.3435,-42.63675,824
350.4868,-41.96408,811
354.4995,-41.65362,805
357.5164,-41.23967,797
362.686,-41.08444,794
367.3413,-40.87746,790
370.5115,-40.51525,783
376.4551,-40.46351,782
380.424,-40.2048,777
386.7998,-40.2048,777
389.6335,-39.84259,770
393.8949,-39.63562,766
396.5235,-39.27341,759
402.7516,-39.27341,759
410.0574,-39.3769,761
418.4901,-39.58387,765
422.5465,-39.3769,761
429.9179,-39.48038,763
437.8939,-39.63562,766
446.4989,-39.84259,770
450.465,-39.63562,766
455.558,-39.53213,764
460.0136,-39.3769,761
466.9146,-38.91121,752
473.0853,-38.91121,752
481.8053,-39.11818,756
543.7418,-40.98095,792
313.0087,-51.16628,854
319.6417,-51.10636,853
327.7899,-51.2861,856
333.6406,-51.10636,853
347.1554,-50.02791,835
348.0717,-49.18912,821
353.0799,-48.94947,817
356.2609,-48.47016,809
357.5164,-47.75119,797
363.1428,-47.63137,795
368.2713,-47.45163,792
371.4579,-47.03223,785
375.4923,-46.73266,780
379.9344,-46.49301,776
384.8085,-46.31327,773
389.1275,-46.07361,769
394.4091,-45.95378,767
400.1805,-45.89387,766
403.8129,-45.5943,761
410.0574,-45.5943,761
415.7549,-45.53439,760
420.8807,-45.41456,758
427.6641,-45.47448,759
438.4655,-45.95378,767
441.2801,-45.5943,761
447.5246,-45.5943,761
458.5394,-46.07361,769
462.4316,-45.83396,765
468.0963,-45.77404,764
469.3982,-45.29473,756
468.0525,-44.57577,744
472.2456,-44.39603,741
475.744,-44.15637,737
519.7128,-45.35465,757
312.8091,-59.43708,873
314.1083,-58.34774,857
320.0164,-58.14349,854
328.1729,-58.34774,857
333.6406,-58.07541,853
338.244,-57.6669,847
341.5262,-57.05415,838
346.3239,-56.71373,833
348.9196,-56.03289,823
352.2155,-55.48822,815
355.8206,-55.01164,808
357.0678,-54.19463,796
363.1428,-54.12655,795
369.2013,-54.05847,794
374.2971,-53.85421,791
378.8622,-53.58188,787
382.3824,-53.17338,781
384.8085,-52.62871,773
389.1275,-52.35637,769
393.3807,-52.08404,765
397.5684,-51.8117,761
402.7516,-51.67554,759
408.9797,-51.67554,759
417.3961,-51.94787,763
421.436,-51.67554,759
427.6641,-51.67554,759
435.0356,-51.8117,761
440.7002,-51.74362,760
449.8769,-52.08404,765
453.7692,-51.8117,761
463.0361,-52.15212,766
468.0963,-52.01596,764
463.1892,-50.79045,746
472.4562,-51.13087,751
315.3173,-67.10331,880
315.9409,-65.73074,862
320.0164,-65.1207,854
327.024,-65.1207,854
332.8583,-64.89194,851
337.0459,-64.35817,844
342.3414,-64.05315,840
345.0766,-63.29062,830
348.0717,-62.60434,821
353.9442,-62.45183,819
355.3802,-61.53678,807
359.3107,-61.07926,801
363.5995,-60.69799,796
368.2713,-60.39297,792
371.4579,-59.8592,785
374.5295,-59.32542,778
378.4655,-58.94415,773
383.3151,-58.71539,770
389.6335,-58.71539,770
393.3807,-58.33413,765
397.5684,-58.02911,761
402.221,-57.80035,758
408.9797,-57.8766,759
415.7549,-57.95285,760
422.5465,-58.02911,761
428.2276,-57.95285,760
435.0356,-58.02911,761
440.7002,-57.95285,760
451.053,-58.48663,767
453.7692,-58.02911,761
